Name	451Lu_DMSO_1	451Lu_DMSO_2	451Lu_Corin_1	451Lu_Corin_2	451Lu_PLX_1	451Lu_PLX_2	451Lu_PLX_Corin_1	451Lu_PLX_Corin_2	1205Lu_DMSO_1	1205Lu_DMSO_2	1205Lu_Corin_1	1205Lu_Corin_2	1205Lu_PLX_1	1205Lu_PLX_2	1205Lu_PLX_Corin_1	1205Lu_PLX_Corin_2
ENSG00000155961.5	0	0	0	1.026372852	0	0	0	0	18.44072922	14.38440048	155.2065482	168.153742	13.79745481	12.17870997	126.5705774	150.8808427
ENSG00000172534.14	1369.930563	1395.503925	313.1244024	319.2019569	1338.116897	1214.249408	244.956621	253.9729089	1842.228849	1838.326382	497.6956647	484.1057729	1682.228144	1802.449076	594.3754312	597.8297541
ENSG00000189420.8	0	0	5.204283697	6.15823711	0.96069734	0	2.226878373	4.304625575	0	0	0	0.885019695	0	0	0	0
ENSG00000183837.9	6.765089199	4.775851899	163.0675558	163.1932834	9.606973398	11.59187979	144.7470942	134.5195492	0	0	0	0	0	0	0	0
ENSG00000221867.9	1677.9789	1678.941184	1043.970636	1113.460588	1773.98528	1679.180387	1102.354899	1090.932021	0	0	0	0	0	0	0	0
ENSG00000011677.13	0	0.95517038	26.8887991	40.02854122	0.96069734	0	23.38222292	17.2185023	0	0	2.069420643	4.425098473	0	0	3.037693856	1.897872235
ENSG00000102195.10	0	0	58.11450128	65.68786251	0.96069734	0	143.6336551	151.7380515	0	0	23.7983374	30.97568931	0	0	38.47745552	41.75318917
ENSG00000185985.10	33.93292635	34.5583509	98.88139023	123.5321837	28.82092019	28.97969948	82.3944998	89.32098068	0	0	39.31899222	41.90196545	0	0	32.5188165	31.43550166
ENSG00000022267.19	31.28853755	31.52062254	238.5296694	247.3558573	29.78161753	27.04771951	230.4819116	200.1650892	1356.315634	1273.498923	1302.710642	1291.243734	1330.923718	1368.444139	1151.285972	1160.548872
ENSG00000085185.15	49.0468967	47.75851899	250.672998	247.3558573	42.27068295	54.09543902	205.9862495	195.8604637	111.5664118	114.1162438	348.6973784	323.9172082	111.4409812	101.8583016	375.6614736	404.2467861
ENSG00000003096.14	0	0.95517038	6.939044929	9.237355665	0	0	10.02095268	0	11.06443753	6.712720225	90.01979798	83.19185129	4.245370711	7.750088164	71.89208794	60.73191152
ENSG00000271021.1	0	0	0.867380616	0	0	0	0	0	0	0	13.45123418	11.50525603	0	0	19.23872776	10.43829729
ENSG00000165194.15	0	0	35.56260526	36.94942266	0	0	38.97037153	38.74163018	4.610182305	6.712720225	167.6230721	180.5440177	6.368056066	9.964399068	228.8396039	224.8978599
ENSG00000147180.16	0	0	19.08237355	27.712067	0	0	20.04190536	16.14234591	0	0	0	0	0	0	0	0
ENSG00000125931.11	141.6702698	145.1858977	26.63587091	23.60657559	183.4931919	152.6264172	18.01578007	24.75159706	8.944131707	19.08205799	24.11226851	29.20564992	15.92014016	17.71448723	25.31411547	21.8255307
ENSG00000204131.9	0.846363397	0.95517038	22.60090302	18.48281968	1.92139468	0.965989983	28.99440179	37.66547378	27.66109383	11.53082311	121.0611076	112.3975012	18.04282552	13.28586542	77.11955404	73.06808105
ENSG00000130052.13	4.22818075	7.641363039	58.11450128	50.33322201	15.37115744	9.659899826	75.71386468	65.72948022	0	0	7.291013851	4.425098473	0	0	7.087952332	5.693616705
ENSG00000079482.13	443.3137583	423.576036	84.90918958	84.61345943	472.739947	446.1202557	40.40537195	53.87906124	47.22984246	56.6216992	52.67006644	54.08098698	52.01544942	56.80604265	44.15409528	47.3232544
ENSG00000247746.4	325.5699177	348.6371887	8.673806161	14.36921992	374.6719625	363.2122334	10.02095268	17.2185023	47.94589598	40.27632135	8.277682572	3.540078778	38.2083364	64.21501621	1.012564619	5.693616705
ENSG00000102302.8	567.4218566	586.4746132	124.9028087	141.6394535	615.8069948	566.0701298	100.2095268	91.72457599	158.5902713	153.4336051	65.18675026	51.33114228	140.0972335	143.9302088	79.99260489	71.17020882
ENSG00000274588.2	0	0	31.22570218	39.00216836	0	0	62.35259445	54.88397608	0	0.958960032	0	0	0	0	1.012564619	0
ENSG00000275113.1	27.87656481	46.35766611	1.39028102	0.000536793	97.27636984	5.865075798	7.78749388	18.75880495	0	0	0	0	0	0	0	0
ENSG00000147119.4	75.26161734	70.68260811	373.8410455	318.175584	73.97369516	74.38122866	409.7456206	433.6910267	130.9291775	123.7058441	341.4544061	329.2273264	134.7905201	135.0729651	320.9829842	314.0978549
ENSG00000069535.14	0	0.95517038	0	0	0	0	0	0	0.922036461	2.876880096	54.83964704	66.37647709	0	1.107155452	42.52771399	35.11063635
ENSG00000156298.12	806.736887	857.7430011	1133.059299	1072.55963	889.6057366	899.3366738	839.5331466	850.1635511	5.532218767	5.753760193	182.1090166	146.9132693	1.611213706	6.642932712	142.7716113	161.31914
ENSG00000165169.11	591.9453049	644.7400064	1262.906177	1216.251829	649.5774277	641.456954	1673.532501	1725.078699	629.7509029	620.4471408	702.5683083	679.9137253	614.5174104	621.1142086	683.5398465	686.080813
ENSG00000047597.7	0	0	0	0	0	0	0	0	11.06443753	9.589600321	105.5404528	84.96189067	6.368056066	12.17870997	78.98004027	87.30212282
ENSG00000147027.4	0	0.95517038	490.9374287	462.8941561	0	0	354.0736613	332.5323257	1.844072922	1.917920064	78.63798444	84.96189067	4.245370711	0	76.95491103	57.88510317
ENSG00000174028.6	196.1968888	174.2956702	507.929415	450.1548163	183.610397	200.9519981	733.8321378	734.0505808	461.0855392	397.1993274	962.1512603	1068.024067	344.269847	444.6358438	970.4439558	875.7532153
ENSG00000008086.12	72.00236649	64.95492893	271.5014088	302.140561	48.05187133	74.50844954	197.078736	178.6774745	45.25963495	35.61491253	89.17671601	99.39656189	42.45370711	53.14346169	155.0013667	167.037429
ENSG00000131831.18	0	0	16.48023171	25.65932129	0	0	11.13439187	16.14234591	0	0	3.104130965	3.540078778	0	0	12.15077543	7.591488941
ENSG00000046653.15	2464.183741	2435.684469	1049.530545	1123.878273	2240.346196	2325.137888	614.618431	562.8297939	4.610182305	4.794800161	77.60327412	56.64126045	5.306713388	2.214310904	60.75387713	71.17020882
ENSG00000146950.13	106.5501549	112.7101048	194.293258	208.3536889	102.7946154	101.4289482	160.3352429	148.5095823	734.8630595	710.5893838	100.3669012	83.19185129	635.7442639	663.1861157	61.76644175	74.96595329
ENSG00000287171.1	0.923950514	0	0	0	0	0	0	2.152312788	0	0	11.54612554	14.20297306	0	0	8.29010955	16.88005523
ENSG00000169059.12	0	0	8.40963672	4.721099579	0	0	4.122953964	10.48269953	0	0	22.52440205	24.52478075	0	0	40.07761138	30.69428766
ENSG00000285756.2	8.456361499	6.686192659	35.62236778	51.41840602	8.646276058	5.395073372	53.44508095	58.2819399	0.922036461	0.958960032	1.034710322	3.153457925	2.122685355	2.214310904	2.025129238	2.846808353
ENSG00000169093.16	108.2414272	101.2480603	987.0791411	1022.26736	97.99112866	98.53097822	1024.364052	988.9877259	110.6443753	103.5676835	616.6873516	669.9599088	115.6863519	132.8586542	919.4086739	999.2297318
ENSG00000185291.12	0	0.95517038	236.7949082	201.1690789	0	0	355.1871005	350.8269844	0	0	343.5238268	349.5827793	0	0	401.9881537	366.2893414
ENSG00000188511.12	0	0	35.56260526	31.8175584	1.029800299	0	90.18857411	58.11933267	0.922036461	0	1.040866848	4.425098473	0	1.107155452	11.29293068	9.497047558
ENSG00000188064.10	0	0	42.50165019	44.13403262	0	0	36.76553925	33.36084821	665.7103249	672.2309825	1337.321702	1384.569061	645.5064939	611.6391722	925.8354215	918.553081
ENSG00000196976.7	876.9246875	799.4718769	659.2092682	624.0346938	805.0643707	959.2232227	651.3619241	657.5315566	160.4343442	168.7769657	160.3800998	138.0630723	176.1828845	193.7522041	178.2113729	202.123393
ENSG00000138944.8	2.53690845	1.91034076	244.6013337	257.6195858	3.842789359	1.931979965	191.5115401	207.698184	531.0930016	560.0326588	362.1486125	341.6176021	539.1620802	511.5058188	300.7316918	323.5872161
ENSG00000221890.4	326.5001175	308.5200327	3169.191926	3290.551362	280.5236232	295.7001596	4686.02016	4715.717318	503.4319078	522.909398	1862.478579	1898.367245	598.9347772	584.5780786	1905.646613	1770.676838
ENSG00000168135.4	3.3825446	2.86551114	84.13591976	95.45267521	2.882092019	6.761929878	63.46603363	59.18860166	0.922036461	0	71.39501219	60.18133923	1.061342678	0	74.92978179	74.96595329
ENSG00000100065.15	5.0738169	0.95517038	114.4942413	120.0856236	0.96069734	4.829949913	116.9111146	140.9764876	643.5814498	643.4621816	244.1916359	243.380416	597.5359275	549.1491042	213.6511346	210.6638181
ENSG00000100060.18	0	0	73.72735237	92.37355665	0	0	103.5498443	103.3110138	3.688145844	0.958960032	4.138841286	0.885019695	2.122685355	2.214310904	2.025129238	5.693616705
ENSG00000128340.15	0	0	32.0930828	37.97579551	0	1.931979965	57.8988377	66.72169641	11.98647399	8.630640289	40.35370254	33.63074839	7.429398744	8.857243616	30.37693856	31.31489188
ENSG00000133466.14	321.341737	357.9586964	78.06425545	67.74060821	281.4843206	271.3340282	31.17629722	47.01533576	7.376291689	6.712720225	6.213870059	10.62023633	5.306713388	7.750088164	16.2010339	9.489361176
ENSG00000128311.14	385.6100844	355.3233813	608.0338119	591.1907626	422.7068295	433.7295022	921.9276464	944.8653137	104.1901201	98.77288331	273.1635249	274.3561053	118.8703799	114.0370116	359.4604397	345.4127468
ENSG00000100302.7	50.738169	59.22056355	562.0626392	571.6896784	60.52393241	57.95939895	531.110492	513.3265998	4.610182305	11.50752039	202.803223	194.7043328	14.85879749	9.964399068	206.5631822	243.8765822
ENSG00000100297.16	1702.26557	1628.565498	519.560989	498.8172059	1637.028267	1792.877408	143.6336551	152.8142079	1797.049063	1853.669742	231.775112	253.1156326	1907.232792	1882.164268	386.7996844	361.5446608
ENSG00000242082.2	1.6912723	2.86551114	6.325876224	2.370716013	0	0	0	3.924989884	9.055624356	4.450265	68.29088122	47.57680024	7.429398744	5.14676712	55.84628019	74.96595329
ENSG00000100105.18	844.7905138	783.2397115	136.1787567	121.1119965	774.3220559	831.717375	75.71386468	72.10247838	247.1057716	224.3966475	54.83964704	44.25098473	273.8264108	228.0740231	44.55284323	38.90638082
ENSG00000185133.14	0	0.95517038	39.89950834	47.21315118	0	0.965989983	62.35259445	65.64554002	5.532218767	7.671680257	54.83964704	54.87122106	5.306713388	4.428621808	70.87952332	55.03829482
ENSG00000128242.13	0	0	25.15403787	27.712067	0	0	40.08381072	60.26475805	0	0	1.034710322	2.655059084	0	0	4.050258475	3.79574447
ENSG00000099995.19	3131.390663	3108.124416	1968.086618	1938.818317	3034.842896	3111.453734	2074.337205	2109.266532	1785.062589	1722.292218	1079.202865	1114.239795	1735.295278	1773.663034	1149.260842	1158.651
ENSG00000128342.5	15.2214507	19.1034076	6.939044929	14.36921992	122.0085622	107.2248881	16.7015878	22.59928427	2967.113332	2963.186499	645.6592407	669.0748891	1347.905201	1327.479387	65.81670022	63.57871988
ENSG00000235954.7	101.6327807	127.2688118	174.3010022	176.9436005	86.24746831	112.9773584	155.8814861	132.4350343	18.80622447	14.38440048	69.24188348	77.13256395	18.04282552	24.35741994	58.7140657	86.3531867
ENSG00000169184.6	0	0.95517038	81.53377791	78.00433673	0	0.965989983	83.50793899	72.10247838	122.6308493	145.7619249	261.7817114	284.9763416	124.1770933	136.1801206	277.4427056	265.7021129
ENSG00000223704.2	0	0	36.2775871	46.73640099	1.804343316	0.965989983	51.21820258	44.12531777	0.929357431	0	4.138841286	6.755965992	0	1.107155452	7.755981713	7.331765125
ENSG00000100099.20	2869.243457	2773.767025	558.5939841	625.0672249	2908.030848	2889.276038	457.6235057	405.7238743	311.6538561	308.7851303	215.2197469	223.9099827	300.3599778	316.8236041	198.505193	209.7405033
ENSG00000100095.19	0	0	24.28665725	27.712067	0	0	38.97037153	29.05622263	0	0	6.208261929	5.310118167	0	0	7.087952332	7.591488941
ENSG00000128266.9	108.2414272	106.9790825	483.1310032	423.8919877	139.3011143	104.3269181	432.0144044	414.3202116	160.4343442	168.7769657	230.7404017	250.4605735	182.5509406	172.7162505	358.4478751	320.7404077
ENSG00000100027.16	16.91779682	15.28272608	162.2001752	166.3616964	22.09603882	15.23742939	108.1750707	101.158701	0.982217781	6.720737131	36.21486125	20.35731152	12.73908389	6.652742109	64.30747266	45.54893364
ENSG00000099901.17	3111.036201	2969.624711	754.621136	807.7554343	2921.48061	2979.113106	450.9428705	471.3565005	2186.148449	2100.12247	1034.710322	1045.208259	2256.414533	2123.524157	918.3961093	944.191437
ENSG00000099889.14	42.2818075	42.98266709	170.0066008	160.1141649	46.11347231	55.06142901	134.7261416	142.052644	11.98647399	9.589600321	117.9569767	109.7424421	6.368056066	13.28586542	110.3695435	100.5872285
ENSG00000100033.16	7.610725349	6.686192659	146.5873241	145.7449449	9.606973398	5.795939895	103.5498443	96.85407544	0	1.917920064	15.52065482	11.50525603	0	0	14.17590466	24.67233906
ENSG00000183785.15	3.382493862	5.731022279	1.73227185	1.262161487	2.982379215	6.761929878	3.340651591	3.228469181	0	0	28.971889	32.7457287	1.061395745	1.11E-06	14.17782854	22.77446682
ENSG00000183307.4	2.53690845	3.82068152	83.26853914	84.16257384	9.606973398	6.761929878	103.5498443	118.3772033	37.8034949	50.8248817	46.56196447	39.82588625	37.14699372	25.4645754	37.4648909	33.21276412
ENSG00000160282.14	0.84563615	1.91034076	70.2578299	65.68786251	0	0	109.1170403	101.158701	1.844072922	2.876880096	272.1288146	269.0459871	2.122685355	3.321466356	404.0132829	380.5233831
ENSG00000141959.17	1194.038244	1241.721494	912.4844081	893.9707538	1228.731898	1204.589508	777.1805522	771.6041343	953.3857008	982.9340329	516.3204505	531.0118167	1066.649391	1049.599976	599.4443297	510.5276313
ENSG00000198743.7	2237.494058	2239.616645	3579.280808	3692.550817	2668.749961	2617.900472	3649.46395	3605.984844	2664.519406	2550.910402	452.2304931	448.4518695	2096.756754	2140.651852	389.8758557	386.7370168
ENSG00000159128.14	411.824805	404.0370707	218.5799153	220.6701631	392.925212	405.7157927	92.41545248	109.7679522	902.6736954	802.6495469	225.5668501	205.3245691	871.3623384	841.4381435	230.8465069	202.123393
ENSG00000184221.13	4.22818075	2.86551114	28.62356033	31.8175584	5.764184039	5.795939895	16.7015878	20.44697148	2.766109383	0	15.52065482	16.8153742	1.061342678	2.214310904	16.2010339	19.92765847
ENSG00000128268.12	0	1.91034076	10.40856739	7.184609962	0	1.931979965	6.680635119	11.83772033	0.922036461	0	52.7702264	36.28580748	0	0	56.70361865	38.90638082
ENSG00000154734.15	146.2950539	162.3789646	587.2166771	677.4060821	143.1439036	141.0345375	1778.162381	1775.65805	86.67142734	99.73184334	874.3302217	799.2940319	96.58218367	105.1797679	1012.564619	1050.472282
ENSG00000279864.2	0	1.91034076	39.94461213	34.14691159	0.96069734	0	17.81502698	27.98006624	0	0	17.59007547	23.01051206	0	0	17.21359852	31.31489188
ENSG00000274559.3	11.15148847	14.82023258	15.84019155	21.84778307	22.16501688	10.94070594	17.45416134	24.89526394	1.122524069	1.994176566	24.99166881	19.6061953	0	1.146415184	18.15143587	23.37334041
ENSG00000075043.18	42.2818075	39.16198558	478.7941001	509.0809344	49.95626167	49.26548911	485.4594853	477.8134388	2.766109383	3.835840129	201.7685127	208.8646479	4.245370711	5.53577726	320.9829842	321.6893439
ENSG00000125533.6	0	0	12.14332863	15.39559278	0	0	15.58814861	8.60925115	0	0	0	0	0	0	0	0
ENSG00000228705.2	0.84563615	2.86551114	5.204283697	5.131864258	0.96069734	0.965989983	56.78539851	67.79785281	10.14240107	8.630640289	154.1718379	179.658998	2.122685355	2.214310904	33.41463242	20.87659459
ENSG00000130700.7	0	0	13.01070924	16.42196563	0	0	22.26878373	16.14234591	0	0	4.138841286	2.655059084	0	0	2.025129238	5.693616705
ENSG00000132825.7	200.4157675	195.8099279	190.8237355	203.2218246	179.6504025	163.2523071	219.3475197	203.3935584	87.5934638	91.10120305	82.77682572	92.92706792	106.1342678	79.71519254	103.2815911	82.55744223
ENSG00000087495.17	8.456361499	3.82068152	90.20758407	68.76698106	4.803486699	6.761929878	69.03322956	60.26475805	0	0	10.34710322	13.27529542	0	0	14.17590466	12.33616953
ENSG00000278709.2	5.919453049	3.82068152	48.5733145	44.13403262	0.96069734	1.931979965	54.55852014	54.88397608	149.3699067	129.4596043	312.4825171	315.0670112	117.8090372	108.5012343	188.3370191	185.0425429
ENSG00000124225.16	31.28853755	31.52062254	754.621136	784.1488587	27.86022285	36.70761934	1889.5063	1863.902874	5190.143239	5068.10377	5889.57115	5891.576106	4131.807044	4247.048314	3625.9939	3667.638094
ENSG00000087586.17	1009.562718	976.1841282	225.5189602	240.1712473	924.1908409	904.1463379	74.6004255	76.40710396	1839.46274	1944.770945	920.8673531	931.9257383	1892.373994	1872.199869	815.1084428	882.4954064
ENSG00000101134.12	7.610725349	14.3275557	174.3435038	172.4306391	4.803486699	7.72791986	167.015878	166.804241	0	0	2.069420643	1.770039389	0	0	2.025129238	0
ENSG00000182463.16	57.50325819	65.80206954	142.2625644	131.375725	77.81648452	73.42750675	124.7051889	139.9003312	0	2.023942685	35.18015093	56.64126045	4.320046781	4.428621808	50.9683514	36.06536098
ENSG00000101096.20	1459.567995	1514.900222	91.07496469	93.3999295	990.4789573	896.4387038	54.55852014	48.42703772	257.2481726	232.0683278	85.88095669	101.7772649	202.7164514	191.5378932	60.75387713	49.34467811
ENSG00000124171.9	27.90599295	24.8524826	173.448367	143.6921992	28.60293797	33.61123505	213.200222	231.3736247	26.38776148	36.44048122	166.5883618	163.9614037	29.95714002	25.4645754	137.7087882	148.7846428
ENSG00000172216.6	334.8719154	328.5786107	2258.659124	2273.415866	399.6500934	382.5320331	3996.13324	3972.093249	967.2162477	990.6057132	3246.920989	2961.275898	890.4665066	900.1173825	2706.585226	2690.233893
ENSG00000124216.4	152.214507	148.0514089	778.9077932	750.2785546	186.3752839	167.116267	1427.429037	1433.440317	289.5194488	324.1284909	1944.220694	1924.032816	300.3599778	298.931972	1679.844703	1789.693518
ENSG00000124212.6	0	1.940256696	0.868039825	1.026372852	0	0	1.113439187	2.152312788	1.872637612	4.794800161	35.18015093	36.28580748	3.184028033	1.107155452	34.42719704	34.2632364
ENSG00000235621.9	0	0	26.02141848	19.50108418	0	0	32.28973641	29.05622263	0	0	1.034710322	5.310118167	0	0	14.17590466	12.33616953
ENSG00000149654.11	0	0	25.15403787	22.58020274	0	0	26.72254048	30.13237903	0	0	19.65949611	11.50525603	0	0	14.17590466	12.33616953
ENSG00000101017.14	0	0	26.02141848	27.712067	0	0	27.83597966	33.36084821	0	0	3.104130965	2.655059084	0	0	9.113081569	7.591488941
ENSG00000093009.10	456.643521	460.3921231	165.6696977	178.5888762	466.8989071	471.4031115	48.99132421	37.66547378	311.6483238	319.3336907	71.39501219	82.30683159	300.3599778	326.6108583	97.20620341	122.4127592
ENSG00000124107.5	5.0738169	5.731022279	20.81713479	19.50108418	4.803486699	7.72791986	23.38222292	27.98006624	0	0	8.277682572	18.58541358	1.061342678	0	25.31411547	19.92765847
ENSG00000124102.5	0	0	6.939044929	3.079118555	0	0	12.24783105	11.83772033	1.844072922	1.917920064	52.7702264	65.49145739	5.306713388	0	21.263857	14.23404176
ENSG00000124194.16	1.6912723	0.95517038	45.10379204	45.16040547	1.92139468	0	36.74349316	45.19856854	0	0	0	0	0	0	0	0
ENSG00000132821.12	5.0738169	2.86551114	172.6087426	207.327316	3.842789359	3.86395993	236.0491075	205.5458712	168.7326724	128.5006443	330.0725926	324.8022279	135.8518627	141.7158979	303.7693856	352.0552996
ENSG00000101347.9	167.6177695	189.7407753	1103.082625	1061.269529	198.5357908	173.8946187	860.6884912	828.6404232	65.46458874	53.7330239	354.1016704	352.7626551	68.36023279	49.82199534	380.7242967	408.777956
ENSG00000125966.10	12.68454225	11.46204456	56.44540076	40.07821766	8.646276058	7.72791986	61.23915526	55.96013248	39.64756783	37.39944125	172.7966237	163.7286435	42.45370711	38.75044082	94.16850955	96.88922441
ENSG00000101000.6	174.2010469	169.0651572	258.4794236	264.8041957	173.8862185	197.0619564	216.0072022	242.1351886	0	0	21.72891675	15.9303545	0	1.232585093	24.30155085	20.87659459
ENSG00000101331.17	2.53690845	0.95517038	39.03212772	53.37138829	0.96069734	0.965989983	42.31068909	38.74163018	0.922036461	0.958960032	47.59667479	30.09066961	0	1.107155452	50.62823094	55.98723094
ENSG00000088325.16	3068.813588	3247.579292	882.1260866	879.6015339	2641.917684	2606.240973	170.3561955	160.3473027	2976.333696	3064.836263	1936.977722	1975.363958	3107.61136	3200.786412	2198.277787	2155.982859
ENSG00000282842.1	0	0	13.19355308	13.34284707	0	0	11.13439187	9.685407544	0	0	2.069420643	0.885019695	0	0	0	0
ENSG00000284419.1	10.99326995	13.37238532	8.673806161	12.31647422	23.05673616	18.35380967	7.794074306	21.52312788	8.29832815	9.589600321	61.04790897	58.41129984	9.552084099	18.82164268	37.4648909	46.49786976
ENSG00000125813.13	0.84563615	0	33.82784403	29.7648127	0	0	36.74349316	20.44697148	0	0	0	0	0	0	0	0
ENSG00000173404.5	1.6912723	0	36.42998588	28.73843985	3.842789359	2.897969948	34.51661478	38.74163018	0	0	26.90246836	12.39027572	0	0	12.15077543	13.28510565
ENSG00000287754.1	0	2.49646196	22.55189602	20.52745703	0	0	16.7015878	6.456938363	0.922036461	0.958960032	3.104130965	3.065540068	3.184028033	0	1.012564619	3.79574447
ENSG00000132639.12	1.6912723	0.95517038	34.69522464	36.94942266	2.882092019	1.931979965	56.78539851	34.4370046	21.2068386	13.42544045	23.7983374	21.24047267	15.92014016	14.39302088	18.22616314	19.92765847
ENSG00000182621.18	115.0065164	122.2618086	476.1919582	502.9226973	97.99112866	121.7147378	501.0476339	505.7988859	291.3635217	323.1695308	405.6064461	433.6596503	327.9548874	316.6464593	360.4730043	353.0042357
ENSG00000171873.8	0	0	60.71664313	49.26589688	0	0	59.01227689	59.18860166	29.50516675	23.9740008	144.859445	112.3975012	15.92014016	34.32181901	77.96747565	81.60850611
ENSG00000198171.13	903.9850443	890.218794	996.6203279	996.608039	1011.614299	937.0102831	1188.039612	1240.808322	387.2553137	436.3268146	608.4096691	604.4684514	399.0648468	422.9333827	602.4759482	577.9020956
ENSG00000269343.8	95.01736908	84.19502141	38.42773691	20.15549951	87.7755535	83.86821628	36.33998279	38.71666335	43.8625653	40.57580457	18.66027635	33.46241765	41.47875772	42.87315558	33.89509433	31.48949613
ENSG00000186230.7	180.1204999	184.3478833	33.1657724	37.97579551	164.2792451	166.150277	32.28973641	31.24630851	47.94589598	47.00985101	37.24957158	38.73571899	36.42761565	57.67903472	57.09467111	35.11063635
ENSG00000142409.6	385.6100844	335.2648033	154.3937497	127.2702336	398.689396	400.8858428	151.4277294	123.7579853	412.1502981	439.2036947	209.011485	189.3942146	433.0278125	389.7187191	211.6260053	199.2765847
ENSG00000171487.15	0	0	124.9028087	121.1119965	0	0	149.200851	133.4433928	0	0	26.90246836	45.13600442	0	0	47.59053708	31.31489188
ENSG00000229292.1	0	0	67.13335145	89.62215895	0	0	179.5387285	187.6590758	0	0	87.79910268	101.8020454	0	0	131.0167486	111.1061853
ENSG00000223638.3	0	0	94.19926967	84.86122584	0	0	248.0219191	225.5849794	0	0	379.8897557	392.9239638	0	0	450.1953426	466.7959103
ENSG00000173581.7	137.8386924	131.8135124	114.4942413	120.0856236	141.2225089	166.150277	128.0455065	120.5295161	11.11874548	10.54856035	55.87435736	66.37647709	13.79745481	25.4645754	61.76644175	49.34467811
ENSG00000187550.8	0	0	19.08237355	9.237355665	0	0.965989983	13.36127024	17.2185023	0	0	4.138841286	0	0	0	2.025129238	3.79574447
ENSG00000095752.7	0.852139092	0	26.8887991	11.29687543	2.882092019	0	728.5911795	667.2169641	593.7914809	567.6209095	9526.505501	9452.895357	293.2638406	283.4317957	1748.051055	1778.306284
ENSG00000080031.10	23.6778122	31.52062254	138.7808986	154.9823006	32.66370955	29.94568946	350.7333438	377.7308942	41.49164075	42.19424141	84.84624637	75.22667403	41.39236443	31.00378484	56.70361865	89.64561545
ENSG00000167646.13	7.610725349	7.641363039	58.11450128	86.21531954	9.606973398	10.62588981	86.84825655	104.3871702	6.454255228	1.917920064	85.88095669	62.3865428	5.306713388	6.642932712	99.23133264	92.99573952
ENSG00000129991.13	0	0	4.33690308	4.105491407	0	0	7.794074306	5.380781969	0	0	25.86775804	13.63487892	0	0	37.4648909	31.31489188
ENSG00000167617.3	7.610725349	10.50687418	46.83855327	63.6351168	10.56767074	14.48984974	63.46603363	66.72169641	103.2680836	88.22432296	71.39501219	96.4671467	97.64352634	84.14381435	59.74131251	74.96595329
ENSG00000167614.14	5.919453049	6.686192659	248.0743257	277.12067	5.764184039	7.72791986	184.830905	180.7942742	0	0.960398472	5.173551608	1.770039389	1.061342678	1.10920369	5.076178821	5.693616705
ENSG00000105605.7	0	0	68.52306867	71.84609962	0	0	44.53756746	53.80781969	57.16626059	46.98904157	121.0611076	126.5578163	52.00579121	48.71483989	109.3569788	118.6170147
ENSG00000126583.11	0	0	39.03212772	28.73843985	0	0	34.51661478	33.36084821	0	0	20.69420643	12.39027572	0	0	15.18846928	13.28510565
ENSG00000189348.6	0	0	0.867380616	0	0	0	0	0	0	0	28.79091817	17.70039389	0	0	76.95491103	61.47843957
ENSG00000204611.7	93.01997649	93.60669723	49.44069512	48.23952403	82.61997122	81.14315854	63.46603363	63.49322723	49.7899689	43.15320145	85.88095669	84.96189067	47.76042049	50.92915079	105.3067204	92.99573952
ENSG00000237517.9	35.96355244	53.01080988	128.7288246	131.6477138	65.32741911	70.51726873	190.7499477	200.886114	109.6679387	141.0169906	63.07770021	77.21982689	119.2768741	125.3809263	74.71704197	67.58152221
ENSG00000105501.12	0	0	12.85848394	16.85211849	0	0	9.111818449	4.846438035	0	0	0	0	0	0	0	0
ENSG00000235034.7	16.06708685	12.41721494	71.99259114	73.89884532	19.2139468	12.55786977	100.2095268	107.6156394	11.06443753	7.671680257	45.52725415	44.25098473	12.73611213	14.39302088	54.67848942	49.34467811
ENSG00000169136.11	228.3217605	229.2408912	32.0930828	34.89667696	223.8424802	260.8172953	36.74349316	24.75159706	355.906074	350.9793718	72.42972251	86.42403171	331.1389154	355.3969001	63.79157099	80.65956999
ENSG00000074219.13	224.9392159	258.8511729	852.042837	945.1604055	243.056427	241.4974956	35.63005397	32.28469181	185.3293287	181.2434461	44.49254383	35.40078778	195.2870527	164.9661623	50.62823094	74.01701717
ENSG00000105559.12	1044.360645	991.4668543	141.3830404	142.6658264	1015.457088	1028.779331	173.6965131	173.2611794	64.54255228	70.96304238	110.7140044	112.3975012	75.35533011	62.00070531	102.2690265	85.40425058
ENSG00000142235.10	5.0738169	0.95517038	104.9530545	99.55816661	0.96069734	1.931979965	108.0036011	95.77791905	0.922036461	1.917920064	31.04130965	30.09066961	1.061342678	0	51.64079556	63.57871988
ENSG00000024422.12	105.650398	107.9342529	614.1054762	629.1665581	136.4190223	119.7827578	781.6343089	755.4617884	2627.803914	2570.012886	1548.951004	1553.209564	2517.504831	2404.741642	1449.992534	1388.29354
ENSG00000118160.14	0	0	144.8525629	135.4812164	0	0	116.9111146	123.7579853	0.922036461	2.876880096	58.97848833	63.72141801	1.061342678	1.107155452	54.67848942	75.91488941
ENSG00000130751.10	367.8517252	330.4889514	921.1582143	913.471838	332.4012796	337.1305039	817.2643629	864.1535842	16.5966563	29.727761	300.0659933	292.9415189	14.85879749	18.82164268	347.3096643	348.2595552
ENSG00000105281.12	3055.28341	3132.958846	4142.609822	4336.425298	3370.126268	3432.162408	8948.710742	8752.379951	3153.364697	3181.819797	3248.99041	3435.646454	3359.149575	3305.955108	3639.15724	3623.038097
